age,cost_of_ad,device_type,gender,in_initial_launch_location,income,n_drivers,n_vehicles,prior_ins_tenure,is_male,device_type_num,outcome
59,0.0038118291022022073,other,M,0,65334,2,2,1,1,4,0
17,0.0040839744215759,Android,M,1,25080,2,1,0,1,0,0
47,0.005336323474466707,other,F,0,58819,1,3,4,0,4,0
23,0.005088911524843096,other,F,0,46418,2,2,3,0,4,0
39,0.004973875288401071,iPhone,,1,76963,2,1,11,0,2,0
19,0.0034893996095889924,laptop,M,0,46807,2,2,0,1,3,0
42,0.0039722779653129075,desktop,M,1,81857,1,1,4,1,1,0
44,0.00426909005781251,desktop,M,1,75076,2,3,5,1,1,1
58,0.005162654096052848,desktop,F,0,74223,1,1,2,0,1,0
40,0.005351195787139392,iPhone,M,0,77798,1,3,2,1,2,0
47,0.005416713338538611,other,F,0,61113,1,1,2,0,4,0
17,0.004458019505178702,other,F,0,56866,2,1,0,0,4,0
25,0.003546374972837804,other,M,1,43293,1,3,3,1,4,0
28,0.005232230802618461,other,F,0,49640,2,2,4,0,4,0
39,0.0043812614856408305,laptop,M,1,49310,2,3,7,1,3,0
59,0.00506815633192592,desktop,F,1,65079,2,1,17,0,1,1
23,0.004539973181674485,laptop,F,1,40805,2,1,2,0,3,0
57,0.006110111593179438,iPhone,F,0,89311,2,3,8,0,2,0
16,0.004325222280097374,Android,F,1,23561,2,1,0,0,0,0
18,0.004223706941460383,other,F,1,53178,1,1,0,0,4,0
51,0.006401751763921092,iPhone,F,0,79695,1,2,15,0,2,0
46,0.0035611336710377225,laptop,M,1,83849,1,1,7,1,3,0
46,0.004043772456359583,Android,M,1,53675,1,3,9,1,0,1
57,0.003636739632691308,Android,M,1,64555,1,3,9,1,0,0
49,0.003912651470505242,other,M,0,50178,2,1,1,1,4,0
43,0.004459315179292689,other,F,0,47780,2,3,8,0,4,0
60,0.0041620652166910535,desktop,M,1,64619,2,1,5,1,1,1
18,0.00422601861047504,desktop,F,0,38100,2,1,0,0,1,0
34,0.004687215562866962,laptop,F,1,65197,2,2,1,0,3,0
26,0.004284577068484553,desktop,F,1,49735,1,1,2,0,1,0
53,0.004681305883802777,laptop,F,0,59135,2,2,9,0,3,0
46,0.004954895373266009,Android,F,1,80135,1,1,6,0,0,0
24,0.004742216202557867,laptop,F,0,39781,1,3,1,0,3,0
23,0.003482026030596009,Android,M,0,55488,2,3,0,1,0,0
25,0.0051344477239361,iPhone,M,1,56873,2,1,1,1,2,1
56,0.0038334384604177684,other,M,0,74300,2,2,18,1,4,0
25,0.005682214315823171,iPhone,M,1,43779,1,2,3,1,2,0
25,0.006382756668171077,iPhone,F,0,35393,1,3,1,0,2,0
18,0.00478030237957016,iPhone,M,0,42606,1,1,1,1,2,0
57,0.004788966290543444,Android,F,1,86909,1,3,2,0,0,0
55,0.004829969909112424,laptop,F,0,64323,1,3,9,0,3,0
26,0.004397365121489404,laptop,F,1,36547,2,1,2,0,3,0
60,0.004368333057029097,laptop,M,0,92117,1,1,18,1,3,0
55,0.003988827406865384,laptop,M,0,84013,1,1,13,1,3,0
39,0.004701680795879014,Android,F,0,77933,2,2,11,0,0,0
33,0.00639215413054941,iPhone,F,1,61073,2,1,2,0,2,0
26,0.004933417086549045,laptop,F,0,57797,2,1,1,0,3,0
39,0.003621861330338753,other,M,1,45053,1,3,5,1,4,0
54,0.004685086987763768,other,F,0,61461,1,1,6,0,4,0
42,0.004259263889515355,laptop,M,1,65068,2,2,7,1,3,0
18,0.004832225803881188,other,F,1,23691,1,2,1,0,4,0
30,0.004636766123899171,Android,F,0,54374,1,1,2,0,0,0
23,0.004313164163515275,desktop,F,0,40064,2,2,1,0,1,0
30,0.003332071769856079,desktop,,1,38670,1,1,2,0,1,0
45,0.005911708968872457,iPhone,,0,47576,1,3,6,0,2,0
41,0.0034264932282615027,other,M,1,72497,2,3,0,1,4,0
55,0.0059049891222492336,iPhone,M,1,88398,2,2,19,1,2,0
36,0.004121225665599283,laptop,M,1,73309,1,3,9,1,3,0
52,0.006601853163612843,iPhone,F,0,72001,1,1,16,0,2,0
29,0.004659101853597062,laptop,F,0,58050,1,2,1,0,3,0
24,0.0042951816574991865,laptop,F,1,32226,2,3,1,0,3,0
21,0.0033816660576846524,other,M,0,34209,1,3,0,1,4,0
54,0.004849106267124717,desktop,F,1,78914,1,3,12,0,1,0
59,0.004514371305203773,desktop,M,0,75522,2,1,9,1,1,0
37,0.0035213388263622644,Android,M,0,73795,2,1,7,1,0,0
53,0.0037291091906080072,desktop,M,0,53203,1,1,14,1,1,0
26,0.0041188278586811265,laptop,M,1,46057,1,1,4,1,3,0
58,0.006325170497281079,iPhone,F,0,88114,1,3,19,0,2,0
17,0.004043387574244951,desktop,M,1,37383,1,1,0,1,1,0
33,0.004863256543905053,iPhone,M,0,61269,1,3,1,1,2,0
21,0.0064224184633168485,iPhone,F,0,34554,2,3,2,0,2,0
26,0.0032656858354417934,desktop,M,0,32524,1,1,2,1,1,0
42,0.0050962977393429,laptop,F,0,73598,2,3,9,0,3,0
34,0.004183855380332047,laptop,M,0,60566,1,3,7,1,3,0
43,0.003631139428293126,desktop,M,0,64893,1,1,4,1,1,0
54,0.005204433691448293,iPhone,M,1,69622,1,1,10,1,2,0
21,0.0040211912619506004,Android,M,1,45773,1,2,1,1,0,0
28,0.00418732617906213,Android,M,0,45907,2,1,4,1,0,0
32,0.004329083724011207,Android,F,0,59209,2,1,3,0,0,0
20,0.003423493223904978,laptop,M,1,45131,2,1,2,1,3,0
17,0.006042182954439886,iPhone,F,1,48526,2,1,0,0,2,0
32,0.004422253838050174,laptop,F,0,34139,1,2,7,0,3,0
29,0.0038451874378293313,laptop,M,0,57944,1,1,6,1,3,0
24,0.005876280612754342,iPhone,F,0,52139,1,3,4,0,2,0
33,0.0052477885450579525,iPhone,M,0,42448,1,3,2,1,2,0
20,0.004563278458871183,Android,F,0,20352,2,1,0,0,0,0
40,0.0035080304952881235,other,M,1,66465,2,2,11,1,4,0
56,0.003732476158475274,other,M,0,75778,1,2,7,1,4,0
17,0.004605269576345938,laptop,F,1,23571,1,1,0,0,3,0
42,0.004245933395553462,laptop,M,1,51830,2,2,12,1,3,0
41,0.0038554057948804723,desktop,,1,47732,2,2,10,0,1,0
43,0.00535108366371799,Android,F,1,67619,1,1,12,0,0,1
51,0.0050735985073268606,other,F,1,79038,2,3,9,0,4,0
43,0.006771678961672582,iPhone,F,1,74007,1,3,2,0,2,0
45,0.005253408148239786,laptop,F,1,64067,2,2,5,0,3,0
45,0.0044473589790715445,Android,M,1,81601,2,1,10,1,0,1
18,0.0041058357204502285,other,M,0,41727,1,1,0,1,4,0
26,0.005708507989106597,iPhone,M,0,29030,2,1,1,1,2,1
42,0.005556236444575954,iPhone,M,1,74276,2,1,10,1,2,0
37,0.004562899785096323,other,F,1,73085,2,1,9,0,4,0
18,0.004880772054856699,iPhone,M,0,30508,1,1,1,1,2,0
47,0.004381136806673973,desktop,,1,55530,1,3,2,0,1,0
39,0.004245822679177095,laptop,M,0,43084,1,1,4,1,3,0
55,0.004672743364849425,desktop,F,1,86819,2,2,5,0,1,0
23,0.0035057015432851694,desktop,M,0,41671,1,2,2,1,1,0
50,0.00364018614319248,other,M,0,78371,2,2,8,1,4,0
55,0.003635382849964001,Android,M,0,77810,2,3,12,1,0,0
41,0.005074284287280028,iPhone,M,1,58863,2,2,0,1,2,0
57,0.0050198514789231595,Android,F,0,93367,1,2,7,0,0,0
49,0.00376108868146147,desktop,M,1,71354,1,1,16,1,1,0
38,0.003620195942433831,Android,,0,64114,1,2,7,0,0,0
29,0.005259527810374145,Android,F,0,41687,1,1,5,0,0,0
57,0.005063451565334054,other,F,0,70536,1,2,0,0,4,0
42,0.0038898223787346272,other,M,0,58153,1,1,7,1,4,0
41,0.006552730261700055,iPhone,F,1,80907,1,3,6,0,2,0
43,0.0034518059721911913,Android,M,0,71283,1,2,10,1,0,0
37,0.004943681585344818,desktop,F,1,55255,1,3,9,0,1,0
28,0.004466735315548893,other,F,1,30860,1,2,2,0,4,0
51,0.004846324214329864,other,F,1,72261,1,3,4,0,4,0
37,0.0038913415297391384,laptop,M,1,39848,1,2,5,1,3,0
55,0.003815644498267797,desktop,M,0,70265,2,2,13,1,1,0
53,0.003653333448509648,desktop,M,0,67301,2,3,18,1,1,0
28,0.003814091577165241,Android,M,0,39309,1,2,6,1,0,0
33,0.004144483406949707,other,M,0,50489,1,1,4,1,4,0
48,0.005270663058521623,laptop,F,0,54287,2,2,13,0,3,0
26,0.004672681597965411,Android,F,1,49700,1,3,0,0,0,0
35,0.003788870032532695,laptop,M,0,41258,2,3,9,1,3,0
60,0.004039649975715404,laptop,M,0,82543,1,2,4,1,3,0
19,0.004455542528874566,laptop,F,1,28692,1,1,0,0,3,0
51,0.004859381421571323,other,F,1,82994,2,1,13,0,4,0
41,0.005154888770958966,desktop,F,1,78303,1,1,1,0,1,0
55,0.0042395890724418826,Android,M,1,75334,2,3,0,1,0,0
42,0.004730402404043229,Android,F,0,51286,2,1,1,0,0,0
42,0.004265989222613722,laptop,M,0,51221,2,2,1,1,3,0
20,0.0048790456393230895,iPhone,M,1,38008,1,1,0,1,2,0
25,0.004593819066033513,other,F,1,59174,2,2,3,0,4,0
23,0.004496576869292663,laptop,F,0,41020,1,2,0,0,3,0
40,0.004332431875075877,desktop,,0,48784,1,2,10,0,1,0
44,0.0035456114668692786,other,M,0,52151,1,3,4,1,4,0
22,0.00480348669110342,Android,F,0,26422,1,3,2,0,0,0
28,0.003370813121004993,other,,1,41789,1,3,6,0,4,0
30,0.004368956753012567,other,F,1,63563,2,3,7,0,4,0
48,0.0059350052236210845,iPhone,M,0,83658,2,3,7,1,2,0
26,0.004108488988166881,desktop,M,0,38137,1,1,2,1,1,0
21,0.004839910735257377,other,F,0,50630,2,2,2,0,4,0
16,0.004821043569711091,desktop,F,1,40822,1,3,0,0,1,0
36,0.004636876146695459,Android,F,0,69709,2,3,2,0,0,0
57,0.004840348654701325,laptop,F,0,90451,1,1,16,0,3,0
20,0.0046511606649649005,laptop,F,0,54570,2,2,1,0,3,0
33,0.004163143403775858,desktop,M,0,36418,1,2,2,1,1,0
22,0.00397074035354514,laptop,,1,31684,2,1,1,0,3,0
25,0.004180969879183083,desktop,M,1,58408,1,1,1,1,1,0
21,0.0043146893731886215,other,F,1,54984,1,3,0,0,4,0
52,0.00502358509969216,other,F,1,56861,1,2,4,0,4,0
51,0.004871668339997759,Android,F,0,78897,2,2,10,0,0,0
39,0.004472610692173571,desktop,F,0,71315,1,2,6,0,1,0
20,0.004129246003412078,other,M,1,57110,2,1,0,1,4,0
32,0.0037271603312381075,other,M,0,67381,1,3,1,1,4,0
49,0.0036702568626894483,desktop,M,0,86783,1,2,11,1,1,0
31,0.004214861737652061,Android,M,0,41274,2,1,2,1,0,1
33,0.004152203102790589,other,,1,59717,2,3,1,0,4,0
23,0.0040609648411001065,other,M,0,29130,2,3,0,1,4,0
52,0.005421651250732018,iPhone,M,0,80617,2,1,17,1,2,1
38,0.003422828963629273,Android,M,1,75158,2,1,2,1,0,1
32,0.0037839605386909263,laptop,M,0,36706,1,3,5,1,3,0
47,0.006806697687129564,iPhone,F,0,69579,2,3,5,0,2,0
17,0.0039418201213870345,laptop,M,1,27252,2,1,0,1,3,0
60,0.0037082498593230735,desktop,M,1,99564,1,1,19,1,1,0
55,0.005234093662227227,laptop,F,0,69287,2,3,3,0,3,0
22,0.005087775057910201,laptop,F,0,52487,2,1,3,0,3,0
21,0.006427943961482068,iPhone,F,0,37630,1,3,2,0,2,0
59,0.00481577403129416,laptop,F,0,83681,2,3,19,0,3,0
58,0.00550847011322895,Android,F,1,93837,1,2,12,0,0,0
55,0.006917326598195,iPhone,F,1,67483,1,2,0,0,2,0
30,0.003369762157881421,Android,M,1,63956,2,1,0,1,0,1
20,0.003970917068621312,other,M,0,34039,2,3,0,1,4,0
49,0.00539154119413393,Android,F,0,66319,1,2,12,0,0,1
38,0.005813648274361507,iPhone,M,1,40878,2,2,0,1,2,0
42,0.004864476596525814,Android,F,1,62912,2,3,7,0,0,0
20,0.006319772591424778,iPhone,F,1,28613,1,3,1,0,2,0
59,0.004865592956330389,laptop,F,1,75393,1,2,18,0,3,0
32,0.004181884935622158,laptop,M,0,66494,2,1,6,1,3,0
34,0.004211961701882962,Android,M,0,45090,1,2,5,1,0,0
28,0.005514611567733766,iPhone,M,0,62173,1,2,0,1,2,0
20,0.006670426207386077,iPhone,F,0,26893,2,1,1,0,2,1
36,0.005976142677579836,iPhone,F,0,55561,1,1,9,0,2,0
58,0.003701551993801022,desktop,M,0,60652,1,3,9,1,1,0
46,0.0047557427245844604,laptop,F,1,55206,1,3,6,0,3,0
39,0.00442084689142545,laptop,F,0,68585,1,1,11,0,3,0
27,0.003493261406978072,desktop,M,1,66912,1,3,4,1,1,0
35,0.0043057487552769225,other,M,1,74849,2,3,2,1,4,0
33,0.005264833025678613,desktop,F,1,40728,1,2,2,0,1,0
47,0.0038743762068500927,other,M,0,50641,1,1,0,1,4,1
48,0.0052810410768222085,iPhone,M,1,64252,2,2,15,1,2,0
58,0.0036771346429533384,Android,M,1,70641,1,2,14,1,0,0
21,0.004592625471575448,laptop,F,0,57807,2,2,1,0,3,0
33,0.003493987002588783,Android,M,1,46468,2,2,1,1,0,0
50,0.004000075237346033,other,M,0,77521,2,3,6,1,4,0
30,0.0033038251940523716,laptop,M,0,58218,1,3,4,1,3,0
49,0.003777780134478596,Android,M,1,57735,2,2,15,1,0,1
49,0.004271288012358357,laptop,M,0,55707,1,3,15,1,3,0
47,0.004960231398132914,laptop,F,0,57467,2,3,10,0,3,0
60,0.006565777275221425,iPhone,F,0,60922,2,1,10,0,2,0
29,0.005590311005640924,iPhone,M,1,32713,1,1,2,1,2,0
41,0.0058914534119929585,iPhone,M,0,74187,1,1,2,1,2,1
57,0.005044852287985422,desktop,F,1,58726,1,3,6,0,1,0
42,0.0050098414697948715,other,F,1,70811,2,1,9,0,4,0
43,0.004919667282213163,other,F,1,67881,1,3,6,0,4,0
33,0.004384330605605143,other,F,0,35689,1,2,7,0,4,0
29,0.0033751956368356113,other,M,0,38213,1,1,5,1,4,0
38,0.003838698639414917,desktop,M,0,48073,2,3,6,1,1,0
22,0.004058822992584936,Android,M,1,58316,1,2,1,1,0,0
25,0.0032593427026573283,desktop,M,1,43333,2,2,4,1,1,0
35,0.005976651918414062,iPhone,F,1,41938,1,3,6,0,2,0
40,0.004018608904460294,desktop,M,1,57446,2,1,4,1,1,1
48,0.005034768553361765,Android,F,1,80286,1,2,4,0,0,0
22,0.003938081556140158,laptop,M,0,36083,2,3,1,1,3,0
52,0.004940571453169342,laptop,F,0,84865,2,3,13,0,3,0
33,0.00439655251975774,desktop,F,0,58613,2,1,2,0,1,0
16,0.004475261180531633,laptop,F,0,47927,1,3,0,0,3,0
58,0.004808292136921152,other,F,1,88614,1,1,20,0,4,0
26,0.0034717147894779395,other,M,1,55007,1,2,3,1,4,0
21,0.0034493543517785832,Android,M,1,38544,1,1,1,1,0,0
18,0.005939411793059309,iPhone,F,1,46573,2,1,1,0,2,0
49,0.0044796590856477966,desktop,M,1,65445,2,3,12,1,1,1
23,0.00495419424469381,other,F,0,25907,1,1,3,0,4,0
55,0.005420871919472917,Android,F,1,78246,2,1,6,0,0,0
16,0.0032317284907292334,laptop,M,0,52341,2,1,0,1,3,0
43,0.005267805473934348,desktop,F,1,69166,2,3,10,0,1,0
59,0.005425327677407317,iPhone,M,0,60419,1,2,10,1,2,0
56,0.005541737163365595,iPhone,M,1,66377,1,1,0,1,2,0
33,0.004534644038911745,Android,F,1,66860,1,3,6,0,0,0
44,0.0052373553176539725,Android,F,1,47564,2,3,7,0,0,0
29,0.0043314936374202525,desktop,F,0,49037,1,2,3,0,1,0
17,0.004780441403971716,desktop,F,1,49451,2,2,0,0,1,1
59,0.004906061226694506,laptop,F,0,65525,1,2,8,0,3,0
57,0.004876173418298369,Android,F,1,73954,2,1,13,0,0,0
40,0.0049701036780645325,desktop,F,0,47865,1,3,8,0,1,0
35,0.003640843365672324,Android,M,0,58975,1,2,6,1,0,1
36,0.005068433763220874,other,F,0,47604,1,3,0,0,4,0
25,0.004669940839524809,other,F,1,35279,2,3,4,0,4,0
24,0.0050891467110963035,desktop,F,1,28263,2,1,4,0,1,0
49,0.004788810224289957,Android,F,0,55772,2,3,12,0,0,0
55,0.005088300852956848,desktop,F,0,79999,1,3,7,0,1,0
39,0.006363416808461124,iPhone,F,1,72311,1,2,11,0,2,0
47,0.0050088123123872615,Android,F,0,51655,2,3,15,0,0,0
52,0.005056752026824985,iPhone,M,1,68642,1,3,1,1,2,0
19,0.003471691932559301,Android,M,1,25618,1,1,1,1,0,1
45,0.004379679242559346,desktop,M,0,56974,1,3,1,1,1,0
20,0.006419532057508202,iPhone,F,0,28829,2,2,0,0,2,0
34,0.0047657274088385645,other,F,0,36968,2,1,2,0,4,0
36,0.0039080433205606595,laptop,M,1,69752,1,2,2,1,3,0
35,0.003439866722812937,desktop,,0,36888,1,1,2,0,1,0
18,0.004643706150525057,Android,F,0,27914,1,2,1,0,0,0
60,0.004517396227701345,Android,M,1,80420,1,3,1,1,0,0
24,0.004046201703464542,other,M,1,25401,2,2,4,1,4,0
55,0.0035776789466695777,laptop,M,0,79947,2,3,4,1,3,0
22,0.0033652684016158077,Android,M,1,53867,2,2,1,1,0,1
51,0.006272132484902339,iPhone,F,0,70853,1,1,2,0,2,0
50,0.00410833213714976,other,M,1,61483,2,1,1,1,4,0
39,0.0037192451413105214,laptop,,1,68309,2,3,9,0,3,0
27,0.004409512513010099,desktop,F,1,53903,2,2,2,0,1,0
60,0.006810592269388015,iPhone,F,1,62131,1,2,20,0,2,0
50,0.004114886147421491,other,M,0,61665,1,3,13,1,4,0
31,0.003634255256302248,desktop,M,1,37098,2,3,6,1,1,0
22,0.004018274205253631,other,M,0,30131,1,1,1,1,4,0
16,0.00500403541448903,desktop,F,1,46590,2,3,0,0,1,1
36,0.005354660233633712,Android,F,1,45060,2,1,6,0,0,0
28,0.0040166758382469935,Android,M,1,32125,2,2,6,1,0,1
37,0.0034900993552978085,laptop,M,1,59038,2,3,9,1,3,0
51,0.004886099869740695,laptop,F,0,74479,2,3,1,0,3,0
29,0.005844745847231414,iPhone,F,0,35369,2,2,5,0,2,0
22,0.004446904883986542,laptop,F,1,37649,1,1,0,0,3,0
26,0.0038136858190045407,other,M,1,53523,2,2,5,1,4,0
51,0.004017959880333053,other,M,1,54711,1,3,2,1,4,0
55,0.005545478266262299,iPhone,M,0,83435,2,1,19,1,2,1
27,0.004305892724533711,Android,F,1,56360,2,3,2,0,0,0
28,0.00494398793496227,laptop,F,1,33027,2,1,3,0,3,0
19,0.004072509786888487,other,,0,40925,2,3,0,0,4,0
30,0.004584374203463517,laptop,F,0,61966,2,3,3,0,3,0
39,0.004953856949087457,other,F,0,52672,1,2,5,0,4,0
60,0.0053517821563977995,iPhone,M,0,75234,2,3,18,1,2,0
59,0.005880856518606524,iPhone,M,0,76630,2,1,13,1,2,0
57,0.0044019822025322735,other,M,1,71905,1,2,6,1,4,0
17,0.0032699094119365457,other,M,1,41232,1,2,0,1,4,0
48,0.005242483171982286,other,F,0,74633,1,2,10,0,4,0
31,0.003588493261794302,laptop,,0,41166,1,1,2,0,3,0
20,0.004629033688749138,desktop,F,0,32583,2,2,1,0,1,0
47,0.003812170500250178,Android,M,0,53828,2,1,2,1,0,0
22,0.00369006582610447,other,M,0,24584,1,2,3,1,4,0
55,0.006680114777753929,iPhone,F,1,70766,1,2,0,0,2,0
52,0.006160706682393201,iPhone,F,1,58580,2,3,9,0,2,0
16,0.00462550171783873,other,F,1,32334,2,2,0,0,4,0
47,0.004883579860392176,Android,F,0,71061,2,3,4,0,0,0
48,0.0035436266378751197,desktop,M,1,58116,2,1,3,1,1,1
55,0.005361656380679241,iPhone,M,0,60166,2,2,17,1,2,0
33,0.004584875432201844,other,F,0,55453,1,1,1,0,4,0
32,0.0038193707990199425,Android,M,0,40940,2,1,2,1,0,0
55,0.005220801617991488,other,F,0,60125,1,3,8,0,4,0
34,0.0042266766637988114,laptop,M,1,67037,2,1,2,1,3,0
36,0.005293897642846182,iPhone,M,0,64444,1,3,1,1,2,0
19,0.004732002064989065,desktop,F,1,46718,1,3,0,0,1,0
44,0.005473148429255464,iPhone,M,0,49689,2,1,5,1,2,1
32,0.004573554900640021,desktop,F,1,52823,2,2,0,0,1,0
31,0.005393108983698213,iPhone,M,0,50604,1,3,6,1,2,0
27,0.006548373246535086,iPhone,F,0,47196,2,1,5,0,2,0
56,0.004041333929482205,laptop,M,1,75963,1,1,6,1,3,0
57,0.0052692353851202835,iPhone,M,1,77915,2,3,4,1,2,0
46,0.005023127870711293,iPhone,M,1,74973,2,3,13,1,2,0
34,0.004066068129189305,desktop,M,1,52779,2,1,5,1,1,1
41,0.005360160491192769,Android,F,0,73980,1,2,3,0,0,0
38,0.004946191552268985,laptop,F,1,72695,2,3,1,0,3,1
19,0.0035394227512598837,other,M,0,56830,2,2,1,1,4,0
51,0.004315029187596678,desktop,M,1,54582,1,1,7,1,1,0
29,0.004891199834739978,iPhone,M,0,56969,1,3,6,1,2,0
57,0.004776915608345884,Android,F,1,86857,1,2,18,0,0,0
59,0.005607313872545889,iPhone,,0,98394,1,3,21,0,2,0
31,0.003405502242458632,other,M,0,63807,1,1,2,1,4,0
19,0.003712883991090327,desktop,M,1,35761,2,2,1,1,1,1
18,0.0035905790803637382,desktop,M,1,44810,1,1,1,1,1,0
49,0.004636002835601972,laptop,F,0,59201,1,2,12,0,3,0
31,0.004659496128168017,other,F,0,68552,1,3,6,0,4,0
52,0.004820593916498198,laptop,F,1,75771,2,2,0,0,3,0
51,0.006611192974206699,iPhone,F,1,81361,2,1,11,0,2,0
42,0.004026014826362096,other,M,0,69215,1,3,2,1,4,0
39,0.00380789083291858,desktop,M,0,65528,1,1,9,1,1,0
44,0.004212805139699966,other,M,0,52866,1,2,1,1,4,0
16,0.004305736533991822,Android,F,1,24541,2,1,0,0,0,0
24,0.0047349502983244805,laptop,F,1,28149,2,3,1,0,3,0
37,0.006102856270224494,iPhone,F,1,60018,2,3,0,0,2,0
41,0.005284990921324345,other,F,1,53351,2,3,0,0,4,0
56,0.0047628968960699,other,F,0,58565,2,2,17,0,4,0
44,0.004528210986452558,other,F,0,46164,2,3,13,0,4,0
28,0.005753812154653576,iPhone,M,1,45812,1,2,5,1,2,0
55,0.00492605229870059,Android,F,1,64944,1,1,13,0,0,0
55,0.004821181579968298,other,F,1,59799,1,3,9,0,4,0
46,0.003961238260688222,Android,M,1,53957,2,2,8,1,0,0
30,0.005060413685389125,laptop,F,1,68412,1,3,0,0,3,0
26,0.0040255219872868475,Android,M,0,60523,2,2,5,1,0,0
20,0.0063007309329909484,iPhone,F,1,35082,2,2,2,0,2,0
20,0.005459152642394043,iPhone,M,0,21805,2,2,0,1,2,0
28,0.004830707963572019,iPhone,M,0,54844,2,3,6,1,2,0
27,0.0041533534180482985,desktop,M,1,35732,2,3,1,1,1,0
23,0.0049364457972876,other,F,1,35917,1,3,0,0,4,0
55,0.004773844922778903,laptop,F,0,72784,2,3,14,0,3,0
56,0.004794692322025626,laptop,F,1,90121,2,1,16,0,3,0
41,0.00434659306954475,other,M,0,69400,1,3,0,1,4,0
18,0.003853518833703386,desktop,M,1,43546,2,3,0,1,1,1
57,0.004733361777103925,desktop,F,1,75055,1,1,3,0,1,1
42,0.004147511297084815,other,M,1,77932,1,1,6,1,4,0
29,0.004838502711132249,desktop,F,1,58867,2,2,5,0,1,0
22,0.0036445592156455495,laptop,M,0,52879,2,2,0,1,3,0
36,0.00465378594923694,other,F,0,38253,1,1,7,0,4,0
22,0.004457549545145673,laptop,F,1,30379,1,3,3,0,3,0
29,0.004324802125652385,other,F,0,32072,2,1,4,0,4,0
44,0.0051029809011083225,other,F,0,82312,2,3,11,0,4,0
23,0.004597132456206944,desktop,F,1,44443,1,1,2,0,1,0
54,0.00568011021718492,iPhone,M,0,65078,1,3,19,1,2,0
39,0.0042163466630774716,laptop,M,1,47614,1,3,9,1,3,0
25,0.0066058146190151506,iPhone,F,1,58084,1,1,3,0,2,0
30,0.004400992941457825,Android,F,1,56393,2,1,4,0,0,0
56,0.0037488159527621005,laptop,M,1,66873,2,3,3,1,3,0
23,0.0036326837962907007,desktop,M,1,47367,1,1,1,1,1,1
59,0.0037998476886247174,desktop,M,0,81918,2,1,3,1,1,0
19,0.006156745450288699,iPhone,F,0,23725,1,2,1,0,2,1
47,0.005907380346455203,iPhone,M,0,65064,1,1,7,1,2,0
32,0.006336885773165533,iPhone,F,0,64726,1,3,7,0,2,0
40,0.005551440266011584,iPhone,M,0,63794,2,1,6,1,2,0
37,0.00525212458134212,other,F,1,53678,2,1,1,0,4,0
42,0.005002419290444828,iPhone,M,0,54272,1,2,4,1,2,0
17,0.003917599303670574,desktop,M,1,20058,1,3,0,1,1,1
40,0.0050829066691748526,laptop,F,1,41626,2,2,0,0,3,0
32,0.003695323266512339,Android,M,0,40154,1,3,5,1,0,0
54,0.006257794818770245,iPhone,F,1,63974,2,2,0,0,2,0
48,0.005732890502926163,iPhone,,1,59109,1,3,7,0,2,0
31,0.004176966748968901,desktop,M,1,44349,2,2,5,1,1,0
25,0.005060130705743449,other,F,1,37592,1,3,0,0,4,0
36,0.005356322521080963,desktop,F,0,58944,1,3,5,0,1,0
32,0.004724249646452901,desktop,F,0,38692,2,1,0,0,1,0
51,0.004895012724418937,desktop,F,0,59552,1,2,2,0,1,0
19,0.0034574727807964254,desktop,M,0,49908,1,2,1,1,1,0
42,0.005024784909157171,iPhone,M,1,54739,1,2,9,1,2,0
30,0.004741696668505632,laptop,F,0,53807,2,3,5,0,3,0
52,0.005011034861225725,other,F,0,57464,2,3,15,0,4,0
22,0.004455686832313131,Android,F,1,38562,2,2,3,0,0,0
25,0.005075289412739589,iPhone,M,1,31598,2,2,4,1,2,0
50,0.005196285434454866,iPhone,M,1,66483,1,1,6,1,2,0
54,0.003791644686013235,desktop,M,0,62848,1,2,16,1,1,0
23,0.004297448777397683,other,F,1,26324,1,1,0,0,4,0
49,0.005332280735522653,iPhone,M,1,55455,1,1,15,1,2,0
26,0.0034499265654619597,other,M,1,29957,2,3,4,1,4,0
40,0.0036503819468412654,laptop,M,1,75005,1,1,5,1,3,0
45,0.0038046294393220925,desktop,M,0,80977,1,2,0,1,1,0
44,0.005147518700221769,laptop,F,0,72531,2,2,14,0,3,0
37,0.004315362535576872,Android,M,1,45730,1,1,2,1,0,1
56,0.003594787855197872,Android,M,1,66267,2,1,14,1,0,1
19,0.004766257463038998,other,F,1,55308,1,3,0,0,4,0
33,0.004869427812911155,laptop,F,0,39706,1,2,0,0,3,0
47,0.005699546912588478,iPhone,M,1,63533,1,2,8,1,2,0
20,0.003925058339956287,laptop,M,1,52352,1,1,0,1,3,0
44,0.006436671506203735,iPhone,F,0,53918,2,2,6,0,2,0
32,0.004579972746407002,laptop,F,1,62839,1,2,6,0,3,0
16,0.004793086394034329,iPhone,M,1,39371,2,1,0,1,2,0
59,0.004522377870708858,Android,,1,81206,2,3,14,0,0,0
42,0.0038393786072712993,desktop,M,0,65443,1,1,13,1,1,0
36,0.00415820554494422,desktop,M,1,67599,1,2,0,1,1,0
33,0.005187978113067499,laptop,F,0,62450,1,3,2,0,3,0
46,0.005127223194204028,iPhone,M,1,64744,1,3,5,1,2,0
51,0.0060225852904988745,iPhone,F,1,89646,1,2,17,0,2,0
46,0.006505503768557119,iPhone,F,0,54007,2,1,2,0,2,0
49,0.00476707244178242,laptop,F,0,61513,1,3,8,0,3,0
37,0.006678978767828187,iPhone,F,1,40631,1,3,4,0,2,0
